periodo,Anio,var1,cole_depto_ubicacion,cole_cod_depto_ubicacion,cole_mcpio_ubicacion,cole_cod_mcpio_ubicacion,max_value,min_value,avg_value,
20112,2011,2,RISARALDA,66,DOSQUEBRADAS,66170, , , ,
20112,2011,2,ANTIOQUIA,5,YARUMAL,5887, , , ,
20112,2011,2,SUCRE,70,SAN ONOFRE,70713, , , ,
20112,2011,2,SANTANDER,68,CURITÃ,68229, , , ,
20112,2011,2,BOLIVAR,13,VILLANUEVA,13873, , , ,
20112,2011,2,BOYACA,15,OTANCHE,15507, , , ,
20112,2011,2,ANTIOQUIA,5,CAÃ‘ASGORDAS,5138, , , ,
20112,2011,2,CASANARE,85,HATO COROZAL,85125, , , ,
20112,2011,2,TOLIMA,73,ICONONZO,73352, , , ,
20111,2011,1,ANTIOQUIA,5,YOLOMBÃ“,5890, , , ,
20112,2011,2,CUNDINAMARCA,25,TAUSA,25793, , , ,
20112,2011,2,VALLE,76,YOTOCO,76890, , , ,
20112,2011,2,VALLE,76,GINEBRA,76306, , , ,
20111,2011,1,BOYACA,15,TUNJA,15001, , , ,
20112,2011,2,BOLIVAR,13,CÃ“RDOBA,13212, , , ,
20112,2011,2,BOYACA,15,CUCAITA,15224, , , ,
20112,2011,2,CHOCO,27,MEDIO BAUDÃ“,27430, , , ,
20112,2011,2,SANTANDER,68,LA PAZ,68397, , , ,
20112,2011,2,BOLIVAR,13,SOPLAVIENTO,13760, , , ,
20111,2011,1,CUNDINAMARCA,25,TENJO,25799, , , ,
20111,2011,1,CAUCA,19,PATÃA,19532, , , ,
20111,2011,1,ANTIOQUIA,5,DABEIBA,5234, , , ,
20112,2011,2,NARIÃ‘O,52,CONTADERO,52210, , , ,
20112,2011,2,ANTIOQUIA,5,APARTADÃ“,5045, , , ,
20112,2011,2,VALLE,76,EL CERRITO,76248, , , ,
20112,2011,2,CAUCA,19,PATÃA,19532, , , ,
20111,2011,1,CALDAS,17,MANIZALES,17001, , , ,
20112,2011,2,CUNDINAMARCA,25,ZIPAQUIRÃ,25899, , , ,
20112,2011,2,HUILA,41,NEIVA,41001, , , ,
20112,2011,2,LA GUAJIRA,44,SAN JUAN DEL CESAR,44650, , , ,
20112,2011,2,ANTIOQUIA,5,ZARAGOZA,5895, , , ,
20112,2011,2,CUNDINAMARCA,25,TOPAIPÃ,25823, , , ,
20112,2011,2,CORDOBA,23,PUERTO LIBERTADOR,23580, , , ,
20112,2011,2,CUNDINAMARCA,25,CÃQUEZA,25151, , , ,
20112,2011,2,CUNDINAMARCA,25,SAN ANTONIO DEL TEQUENDAMA,25645, , , ,
20112,2011,2,ATLANTICO,8,PALMAR DE VARELA,8520, , , ,
20112,2011,2,CESAR,20,CHIMICHAGUA,20175, , , ,
20112,2011,2,BOYACA,15,COPER,15212, , , ,
20112,2011,2,SANTANDER,68,SIMACOTA,68745, , , ,
20112,2011,2,ANTIOQUIA,5,PUEBLORRICO,5576, , , ,
20112,2011,2,ANTIOQUIA,5,GRANADA,5313, , , ,
20112,2011,2,TOLIMA,73,PALOCABILDO,73520, , , ,
20111,2011,1,RISARALDA,66,DOSQUEBRADAS,66170, , , ,
20111,2011,1,ANTIOQUIA,5,PUERTO BERRÃO,5579, , , ,
20112,2011,2,CUNDINAMARCA,25,CHAGUANÃ,25168, , , ,
20111,2011,1,BOYACA,15,GUATEQUE,15322, , , ,
20111,2011,1,CUNDINAMARCA,25,TIBACUY,25805, , , ,
20112,2011,2,NORTE SANTANDER,54,CÃšCUTA,54001, , , ,
20112,2011,2,CORDOBA,23,VALENCIA,23855, , , ,
20112,2011,2,BOYACA,15,PANQUEBA,15522, , , ,
20112,2011,2,BOLIVAR,13,PINILLOS,13549, , , ,
20112,2011,2,NORTE SANTANDER,54,LABATECA,54377, , , ,
20112,2011,2,TOLIMA,73,SAN SEBASTIÃN DE MARIQUITA,73443, , , ,
20112,2011,2,NARIÃ‘O,52,TAMINANGO,52786, , , ,
20112,2011,2,CUNDINAMARCA,25,COGUA,25200, , , ,
20112,2011,2,CASANARE,85,PORE,85263, , , ,
20112,2011,2,NARIÃ‘O,52,CUMBAL,52227, , , ,
20112,2011,2,BOYACA,15,CHITARAQUE,15185, , , ,
20112,2011,2,ANTIOQUIA,5,CÃCERES,5120, , , ,
20112,2011,2,NORTE SANTANDER,54,HERRÃN,54347, , , ,
20112,2011,2,CUNDINAMARCA,25,GUATAVITA,25326, , , ,
20112,2011,2,CORDOBA,23,COTORRA,23300, , , ,
20112,2011,2,HUILA,41,SUAZA,41770, , , ,
20112,2011,2,CAUCA,19,SUÃREZ,19780, , , ,
20112,2011,2,ANTIOQUIA,5,ALEJANDRÃA,5021, , , ,
20111,2011,1,ANTIOQUIA,5,APARTADÃ“,5045, , , ,
20112,2011,2,ANTIOQUIA,5,COPACABANA,5212, , , ,
20112,2011,2,CAQUETA,18,FLORENCIA,18001, , , ,
20112,2011,2,VICHADA,99,SANTA ROSALÃA,99624, , , ,
20112,2011,2,META,50,VILLAVICENCIO,50001, , , ,
20112,2011,2,ARAUCA,81,TAME,81794, , , ,
20112,2011,2,ANTIOQUIA,5,ABEJORRAL,5002, , , ,
20112,2011,2,META,50,CUMARAL,50226, , , ,
20112,2011,2,SANTANDER,68,SOCORRO,68755, , , ,
20112,2011,2,NARIÃ‘O,52,SAPUYES,52720, , , ,
20112,2011,2,CUNDINAMARCA,25,SIMIJACA,25745, , , ,
20112,2011,2,ATLANTICO,8,LURUACO,8421, , , ,
20112,2011,2,ANTIOQUIA,5,TOLEDO,5819, , , ,
20112,2011,2,BOYACA,15,NOBSA,15491, , , ,
20112,2011,2,CHOCO,27,RIOSUCIO,27615, , , ,
20112,2011,2,NARIÃ‘O,52,ARBOLEDA,52051, , , ,
20112,2011,2,CHOCO,27,UNIÃ“N PANAMERICANA,27810, , , ,
20112,2011,2,HUILA,41,YAGUARÃ,41885, , , ,
20112,2011,2,CESAR,20,LA GLORIA,20383, , , ,
20112,2011,2,NARIÃ‘O,52,IMUÃ‰S,52354, , , ,
20112,2011,2,MAGDALENA,47,PUEBLOVIEJO,47570, , , ,
20112,2011,2,CESAR,20,BECERRIL,20045, , , ,
20112,2011,2,NORTE SANTANDER,54,EL ZULIA,54261, , , ,
20111,2011,1,ANTIOQUIA,5,RIONEGRO,5615, , , ,
20112,2011,2,META,50,CABUYARO,50124, , , ,
20111,2011,1,ARAUCA,81,ARAUCA,81001, , , ,
20112,2011,2,BOYACA,15,ARCABUCO,15051, , , ,
20112,2011,2,ANTIOQUIA,5,HELICONIA,5347, , , ,
20112,2011,2,NORTE SANTANDER,54,PAMPLONA,54518, , , ,
20112,2011,2,CUNDINAMARCA,25,SILVANIA,25743, , , ,
20112,2011,2,HUILA,41,LA ARGENTINA,41378, , , ,
20112,2011,2,CUNDINAMARCA,25,LA CALERA,25377, , , ,
20112,2011,2,QUINDIO,63,LA TEBAIDA,63401, , , ,
20111,2011,1,CUNDINAMARCA,25,FUNZA,25286, , , ,
20112,2011,2,HUILA,41,TARQUI,41791, , , ,
20112,2011,2,ATLANTICO,8,SABANAGRANDE,8634, , , ,
20112,2011,2,BOLIVAR,13,MONTECRISTO,13458, , , ,
20112,2011,2,CAUCA,19,CALOTO,19142, , , ,
20112,2011,2,BOLIVAR,13,SANTA ROSA,13683, , , ,
20112,2011,2,HUILA,41,SAN AGUSTÃN,41668, , , ,
20112,2011,2,SANTANDER,68,EL CARMEN DE CHUCURÃ,68235, , , ,
20112,2011,2,BOYACA,15,TINJACÃ,15808, , , ,
20112,2011,2,CAUCA,19,LA SIERRA,19392, , , ,
20112,2011,2,CALDAS,17,MARQUETALIA,17444, , , ,
20112,2011,2,ANTIOQUIA,5,TÃMESIS,5789, , , ,
20112,2011,2,CUNDINAMARCA,25,GUAYABETAL,25335, , , ,
20112,2011,2,SANTANDER,68,PÃRAMO,68533, , , ,
20112,2011,2,SANTANDER,68,EL PLAYÃ“N,68255, , , ,
20112,2011,2,CESAR,20,SAN MARTÃN,20770, , , ,
20112,2011,2,META,50,PUERTO GAITÃN,50568, , , ,
20111,2011,1,NARIÃ‘O,52,SANDONÃ,52683, , , ,
20111,2011,1,ANTIOQUIA,5,GUATAPÃ‰,5321, , , ,
20111,2011,1,CAUCA,19,EL TAMBO,19256, , , ,
20112,2011,2,CORDOBA,23,SAHAGÃšN,23660, , , ,
20112,2011,2,ANTIOQUIA,5,SAN JERÃ“NIMO,5656, , , ,
20112,2011,2,ANTIOQUIA,5,COCORNÃ,5197, , , ,
20112,2011,2,CAUCA,19,PUERTO TEJADA,19573, , , ,
20112,2011,2,VALLE,76,JAMUNDÃ,76364, , , ,
20112,2011,2,VALLE,76,CANDELARIA,76130, , , ,
20112,2011,2,CHOCO,27,CONDOTO,27205, , , ,
20112,2011,2,NARIÃ‘O,52,SAN PEDRO DE CARTAGO,52694, , , ,
20112,2011,2,GUAVIARE,95,CALAMAR,95015, , , ,
20112,2011,2,QUINDIO,63,QUIMBAYA,63594, , , ,
20112,2011,2,NARIÃ‘O,52,CUMBITARA,52233, , , ,
20112,2011,2,ANTIOQUIA,5,OLAYA,5501, , , ,
20111,2011,1,ANTIOQUIA,5,NARIÃ‘O,5483, , , ,
20112,2011,2,CUNDINAMARCA,25,UBAQUE,25841, , , ,
20111,2011,1,HUILA,41,ACEVEDO,41006, , , ,
20112,2011,2,CESAR,20,VALLEDUPAR,20001, , , ,
20112,2011,2,CUNDINAMARCA,25,CHÃA,25175, , , ,
20111,2011,1,CESAR,20,VALLEDUPAR,20001, , , ,
20112,2011,2,CESAR,20,CHIRIGUANÃ,20178, , , ,
20112,2011,2,ANTIOQUIA,5,EL BAGRE,5250, , , ,
20112,2011,2,PUTUMAYO,86,MOCOA,86001, , , ,
20112,2011,2,CESAR,20,LA JAGUA DE IBIRICO,20400, , , ,
20112,2011,2,SAN ANDRES,88,SAN ANDRÃ‰S,88001, , , ,
20111,2011,1,VALLE,76,YUMBO,76892, , , ,
20112,2011,2,CALDAS,17,VILLAMARÃA,17873, , , ,
20111,2011,1,BOLIVAR,13,CARTAGENA DE INDIAS,13001, , , ,
20112,2011,2,ARAUCA,81,PUERTO RONDÃ“N,81591, , , ,
20112,2011,2,RISARALDA,66,MISTRATÃ“,66456, , , ,
20112,2011,2,SANTANDER,68,OIBA,68500, , , ,
20112,2011,2,TOLIMA,73,PIEDRAS,73547, , , ,
20112,2011,2,BOYACA,15,IZA,15362, , , ,
20112,2011,2,CAQUETA,18,BELÃ‰N DE LOS ANDAQUÃES,18094, , , ,
20111,2011,1,VALLE,76,ROLDANILLO,76622, , , ,
20112,2011,2,TOLIMA,73,HERVEO,73347, , , ,
20112,2011,2,PUTUMAYO,86,COLÃ“N,86219, , , ,
20112,2011,2,SANTANDER,68,GÃMBITA,68298, , , ,
20112,2011,2,CUNDINAMARCA,25,QUEBRADANEGRA,25592, , , ,
20112,2011,2,LA GUAJIRA,44,LA JAGUA DEL PILAR,44420, , , ,
20112,2011,2,ANTIOQUIA,5,MURINDÃ“,5475, , , ,
20112,2011,2,VALLE,76,ROLDANILLO,76622, , , ,
20112,2011,2,CUNDINAMARCA,25,FUNZA,25286, , , ,
20112,2011,2,ANTIOQUIA,5,SABANETA,5631, , , ,
20112,2011,2,SUCRE,70,TOLÃš VIEJO,70823, , , ,
20112,2011,2,ANTIOQUIA,5,AMALFI,5031, , , ,
20112,2011,2,HUILA,41,CAMPOALEGRE,41132, , , ,
20112,2011,2,ANTIOQUIA,5,ANZÃ,5044, , , ,
20112,2011,2,BOYACA,15,CUÃTIVA,15226, , , ,
20112,2011,2,CHOCO,27,BOJAYÃ,27099, , , ,
20112,2011,2,CUNDINAMARCA,25,VILLAGÃ“MEZ,25871, , , ,
20112,2011,2,CUNDINAMARCA,25,PUERTO SALGAR,25572, , , ,
20111,2011,1,HUILA,41,NEIVA,41001, , , ,
20111,2011,1,ANTIOQUIA,5,SANTA BÃRBARA,5679, , , ,
20112,2011,2,NARIÃ‘O,52,EL TAMBO,52260, , , ,
20111,2011,1,ANTIOQUIA,5,ENVIGADO,5266, , , ,
20112,2011,2,BOYACA,15,VIRACACHÃ,15879, , , ,
20112,2011,2,SANTANDER,68,SANTA HELENA DEL OPÃ“N,68720, , , ,
20111,2011,1,ANTIOQUIA,5,GIRARDOTA,5308, , , ,
20111,2011,1,VALLE,76,FLORIDA,76275, , , ,
20111,2011,1,CUNDINAMARCA,25,VILLETA,25875, , , ,
20112,2011,2,CUNDINAMARCA,25,BELTRÃN,25086, , , ,
20112,2011,2,BOYACA,15,CHIVATÃ,15187, , , ,
20112,2011,2,CUNDINAMARCA,25,GUASCA,25322, , , ,
20112,2011,2,TOLIMA,73,COELLO,73200, , , ,
20112,2011,2,ANTIOQUIA,5,MONTEBELLO,5467, , , ,
20112,2011,2,CORDOBA,23,PLANETA RICA,23555, , , ,
20112,2011,2,ANTIOQUIA,5,TARAZÃ,5790, , , ,
20112,2011,2,BOLIVAR,13,ARJONA,13052, , , ,
20112,2011,2,CUNDINAMARCA,25,GACHALÃ,25293, , , ,
20112,2011,2,CUNDINAMARCA,25,COTA,25214, , , ,
20112,2011,2,ATLANTICO,8,PONEDERA,8560, , , ,
20112,2011,2,ANTIOQUIA,5,CARAMANTA,5145, , , ,
20112,2011,2,HUILA,41,HOBO,41349, , , ,
20112,2011,2,SANTANDER,68,CONTRATACIÃ“N,68211, , , ,
20111,2011,1,CUNDINAMARCA,25,ZIPAQUIRÃ,25899, , , ,
20112,2011,2,BOYACA,15,SOCOTÃ,15755, , , ,
20112,2011,2,ANTIOQUIA,5,GUATAPÃ‰,5321, , , ,
20112,2011,2,CUNDINAMARCA,25,GUAYABAL DE SÃQUIMA,25328, , , ,
20112,2011,2,BOYACA,15,TIPACOQUE,15810, , , ,
20112,2011,2,CUNDINAMARCA,25,SUTATAUSA,25781, , , ,
20111,2011,1,ANTIOQUIA,5,HELICONIA,5347, , , ,
20112,2011,2,HUILA,41,PAICOL,41518, , , ,
20111,2011,1,ANTIOQUIA,5,SAN CARLOS,5649, , , ,
20112,2011,2,META,50,SAN JUANITO,50686, , , ,
20112,2011,2,ANTIOQUIA,5,LA CEJA,5376, , , ,
20112,2011,2,ANTIOQUIA,5,GÃ“MEZ PLATA,5310, , , ,
20112,2011,2,BOYACA,15,BELÃ‰N,15087, , , ,
20112,2011,2,ATLANTICO,8,GALAPA,8296, , , ,
20112,2011,2,ANTIOQUIA,5,URAMITA,5842, , , ,
20112,2011,2,VALLE,76,RESTREPO,76606, , , ,
20112,2011,2,CESAR,20,AGUSTÃN CODAZZI,20013, , , ,
20112,2011,2,SUCRE,70,GUARANDA,70265, , , ,
20112,2011,2,CHOCO,27,ISTMINA,27361, , , ,
20112,2011,2,ANTIOQUIA,5,GIRALDO,5306, , , ,
20112,2011,2,HUILA,41,OPORAPA,41503, , , ,
20112,2011,2,CUNDINAMARCA,25,PARATEBUENO,25530, , , ,
20112,2011,2,NORTE SANTANDER,54,LA ESPERANZA,54385, , , ,
20112,2011,2,CAUCA,19,PADILLA,19513, , , ,
20112,2011,2,NORTE SANTANDER,54,BOCHALEMA,54099, , , ,
20112,2011,2,TOLIMA,73,MURILLO,73461, , , ,
20112,2011,2,CORDOBA,23,CHIMÃ,23168, , , ,
20112,2011,2, , , , , , , ,
20111,2011,1,VALLE,76,SEVILLA,76736, , , ,
20112,2011,2,CORDOBA,23,CERETÃ‰,23162, , , ,
20112,2011,2,CESAR,20,MANAURE BALCÃ“N DEL CESAR,20443, , , ,
20112,2011,2,CUNDINAMARCA,25,SIBATÃ‰,25740, , , ,
20112,2011,2,NARIÃ‘O,52,IPIALES,52356, , , ,
20112,2011,2,TOLIMA,73,COYAIMA,73217, , , ,
20112,2011,2,CUNDINAMARCA,25,SUBACHOQUE,25769, , , ,
20112,2011,2,ANTIOQUIA,5,SAN CARLOS,5649, , , ,
20112,2011,2,ANTIOQUIA,5,PEÃ‘OL,5541, , , ,
20112,2011,2,CUNDINAMARCA,25,ÃšTICA,25851, , , ,
20112,2011,2,QUINDIO,63,GÃ‰NOVA,63302, , , ,
20112,2011,2,LA GUAJIRA,44,EL MOLINO,44110, , , ,
20112,2011,2,SUCRE,70,BUENAVISTA,70110, , , ,
20112,2011,2,ANTIOQUIA,5,BELMIRA,5086, , , ,
20112,2011,2,NARIÃ‘O,52,OSPINA,52506, , , ,
20112,2011,2,SANTANDER,68,MOLAGAVITA,68468, , , ,
20112,2011,2,BOLIVAR,13,RÃO VIEJO,13600, , , ,
20111,2011,1,ANTIOQUIA,5,LA CEJA,5376, , , ,
20121,2012,1,BOGOTA,11,BOGOTÃ D.C.,11001, , , ,
20122,2012,2,BOYACA,15,ARCABUCO,15051, , , ,
20122,2012,2,MAGDALENA,47,SANTA ANA,47707, , , ,
20122,2012,2,CHOCO,27,QUIBDÃ“,27001, , , ,
20122,2012,2,CUNDINAMARCA,25,BELTRÃN,25086, , , ,
20122,2012,2,BOYACA,15,PUERTO BOYACÃ,15572, , , ,
20122,2012,2,ANTIOQUIA,5,ANGOSTURA,5038, , , ,
20122,2012,2,VALLE,76,GUADALAJARA DE BUGA,76111, , , ,
20121,2012,1,BOLIVAR,13,MAGANGUÃ‰,13430, , , ,
20122,2012,2,CAUCA,19,ALMAGUER,19022, , , ,
20121,2012,1,ANTIOQUIA,5,GRANADA,5313, , , ,
20122,2012,2,TOLIMA,73,VILLAHERMOSA,73870, , , ,
20122,2012,2,CESAR,20,ASTREA,20032, , , ,
20122,2012,2,QUINDIO,63,FILANDIA,63272, , , ,
20122,2012,2,CHOCO,27,BAJO BAUDÃ“,27077, , , ,
20122,2012,2,SUCRE,70,CHALÃN,70230, , , ,
20121,2012,1,NARIÃ‘O,52,SANDONÃ,52683, , , ,
20122,2012,2,CAQUETA,18,MORELIA,18479, , , ,
20121,2012,1,CAUCA,19,PIENDAMÃ“ - TUNÃA,19548, , , ,
20122,2012,2,CAQUETA,18,FLORENCIA,18001, , , ,
20121,2012,1,VALLE,76,GUACARÃ,76318, , , ,
20122,2012,2,CUNDINAMARCA,25,SOPÃ“,25758, , , ,
20122,2012,2,MAGDALENA,47,FUNDACIÃ“N,47288, , , ,
20122,2012,2,SANTANDER,68,OCAMONTE,68498, , , ,
20122,2012,2,SANTANDER,68,SUAITA,68770, , , ,
20122,2012,2,SUCRE,70,SUCRE,70771, , , ,
20122,2012,2,CUNDINAMARCA,25,SESQUILÃ‰,25736, , , ,
20122,2012,2,BOYACA,15,SOATÃ,15753, , , ,
20122,2012,2,HUILA,41,SAN AGUSTÃN,41668, , , ,
20122,2012,2,RISARALDA,66,BELÃ‰N DE UMBRÃA,66088, , , ,
20122,2012,2,RISARALDA,66,LA CELIA,66383, , , ,
20122,2012,2,NARIÃ‘O,52,IMUÃ‰S,52354, , , ,
20122,2012,2,BOYACA,15,PÃEZ,15514, , , ,
20121,2012,1,CUNDINAMARCA,25,SIMIJACA,25745, , , ,
20122,2012,2,VICHADA,99,CUMARIBO,99773, , , ,
20122,2012,2,NORTE SANTANDER,54,EL CARMEN,54245, , , ,
20122,2012,2,CALDAS,17,SAN JOSÃ‰,17665, , , ,
20121,2012,1,META,50,ACACÃAS,50006, , , ,
20122,2012,2,VALLE,76,JAMUNDÃ,76364, , , ,
20122,2012,2,LA GUAJIRA,44,MAICAO,44430, , , ,
20122,2012,2,HUILA,41,GIGANTE,41306, , , ,
20122,2012,2,SUCRE,70,MORROA,70473, , , ,
20122,2012,2,HUILA,41,PITALITO,41551, , , ,
20122,2012,2,ARAUCA,81,TAME,81794, , , ,
20122,2012,2,MAGDALENA,47,EL PIÃ‘Ã“N,47258, , , ,
20122,2012,2,ANTIOQUIA,5,EL BAGRE,5250, , , ,
20122,2012,2,NARIÃ‘O,52,CHACHAGÃœÃ,52240, , , ,
20122,2012,2,ANTIOQUIA,5,SAN PEDRO DE URABÃ,5665, , , ,
20122,2012,2,ATLANTICO,8,PONEDERA,8560, , , ,
20122,2012,2,CAUCA,19,GUACHENÃ‰,19300, , , ,
20122,2012,2,BOYACA,15,SOTAQUIRÃ,15763, , , ,
20122,2012,2,GUAVIARE,95,CALAMAR,95015, , , ,
20122,2012,2,CAQUETA,18,CURILLO,18205, , , ,
20122,2012,2,CORDOBA,23,PUERTO ESCONDIDO,23574, , , ,
20122,2012,2,NORTE SANTANDER,54,MUTISCUA,54480, , , ,
20121,2012,1,CUNDINAMARCA,25,CAJICÃ,25126, , , ,
20122,2012,2,SUCRE,70,EL ROBLE,70233, , , ,
20122,2012,2,NORTE SANTANDER,54,HACARÃ,54344, , , ,
20122,2012,2,NARIÃ‘O,52,ALDANA,52022, , , ,
20122,2012,2,AMAZONAS,91,LA PEDRERA,91407, , , ,
20121,2012,1,BOYACA,15,SAN PABLO DE BORBUR,15681, , , ,
20122,2012,2,CALDAS,17,MARULANDA,17446, , , ,
20122,2012,2,BOYACA,15,EL COCUY,15244, , , ,
20122,2012,2,SANTANDER,68,FLORIÃN,68271, , , ,
20121,2012,1,CUNDINAMARCA,25,SAN BERNARDO,25649, , , ,
20122,2012,2,VALLE,76,EL ÃGUILA,76243, , , ,
20122,2012,2,SUCRE,70,OVEJAS,70508, , , ,
20122,2012,2,QUINDIO,63,LA TEBAIDA,63401, , , ,
20121,2012,1,CAUCA,19,POPAYÃN,19001, , , ,
20122,2012,2,NARIÃ‘O,52,SAMANIEGO,52678, , , ,
20122,2012,2,BOYACA,15,PANQUEBA,15522, , , ,
20122,2012,2,ANTIOQUIA,5,GIRALDO,5306, , , ,
20122,2012,2,BOYACA,15,RÃQUIRA,15600, , , ,
20121,2012,1,CUNDINAMARCA,25,FACATATIVÃ,25269, , , ,
20122,2012,2,PUTUMAYO,86,VALLE DEL GUAMUEZ,86865, , , ,
20122,2012,2,CASANARE,85,PORE,85263, , , ,
20122,2012,2,NARIÃ‘O,52,SAN BERNARDO,52685, , , ,
20122,2012,2,ANTIOQUIA,5,CONCORDIA,5209, , , ,
20121,2012,1,LA GUAJIRA,44,MAICAO,44430, , , ,
20122,2012,2,CAQUETA,18,MILÃN,18460, , , ,
20122,2012,2,META,50,SAN CARLOS DE GUAROA,50680, , , ,
20121,2012,1,BOYACA,15,GUATEQUE,15322, , , ,
20122,2012,2,NORTE SANTANDER,54,EL TARRA,54250, , , ,
20122,2012,2,CHOCO,27,JURADÃ“,27372, , , ,
20121,2012,1,HUILA,41,GIGANTE,41306, , , ,
20122,2012,2,CORDOBA,23,PURÃSIMA DE LA CONCEPCIÃ“N,23586, , , ,
20122,2012,2,ANTIOQUIA,5,AMAGÃ,5030, , , ,
20122,2012,2,BOYACA,15,SAN MIGUEL DE SEMA,15676, , , ,
20122,2012,2,SUCRE,70,SANTIAGO DE TOLÃš,70820, , , ,
20122,2012,2,HUILA,41,LA ARGENTINA,41378, , , ,
20121,2012,1,CUNDINAMARCA,25,SOACHA,25754, , , ,
20122,2012,2,BOYACA,15,CHIQUINQUIRÃ,15176, , , ,
20122,2012,2,BOLIVAR,13,SAN MARTÃN DE LOBA,13667, , , ,
20122,2012,2,BOYACA,15,PAUNA,15531, , , ,
20122,2012,2,BOYACA,15,RAMIRIQUÃ,15599, , , ,
20121,2012,1,HUILA,41,PITALITO,41551, , , ,
20122,2012,2,PUTUMAYO,86,PUERTO LEGUÃZAMO,86573, , , ,
20122,2012,2,NARIÃ‘O,52,POLICARPA,52540, , , ,
20122,2012,2,ATLANTICO,8,TUBARÃ,8832, , , ,
20122,2012,2,CESAR,20,SAN DIEGO,20750, , , ,
20122,2012,2,CORDOBA,23,SAN JOSÃ‰ DE URÃ‰,23682, , , ,
20121,2012,1,ANTIOQUIA,5,HELICONIA,5347, , , ,
20122,2012,2,BOLIVAR,13,SANTA ROSA,13683, , , ,
20122,2012,2,CESAR,20,LA PAZ,20621, , , ,
20122,2012,2,HUILA,41,ACEVEDO,41006, , , ,
20122,2012,2,NARIÃ‘O,52,CUMBITARA,52233, , , ,
20122,2012,2,CORDOBA,23,MONTELÃBANO,23466, , , ,
20122,2012,2,SANTANDER,68,SABANA DE TORRES,68655, , , ,
20122,2012,2,CUNDINAMARCA,25,VILLAPINZÃ“N,25873, , , ,
20122,2012,2,ANTIOQUIA,5,CIUDAD BOLÃVAR,5101, , , ,
20122,2012,2,LA GUAJIRA,44,URIBIA,44847, , , ,
20122,2012,2,LA GUAJIRA,44,FONSECA,44279, , , ,
20122,2012,2,ANTIOQUIA,5,BETANIA,5091, , , ,
20122,2012,2,ANTIOQUIA,5,TITIRIBÃ,5809, , , ,
20122,2012,2,SANTANDER,68,JESÃšS MARÃA,68368, , , ,
20122,2012,2,NARIÃ‘O,52,LINARES,52411, , , ,
20121,2012,1,RISARALDA,66,DOSQUEBRADAS,66170, , , ,
20122,2012,2,CHOCO,27,RIOSUCIO,27615, , , ,
20122,2012,2,CUNDINAMARCA,25,SAN ANTONIO DEL TEQUENDAMA,25645, , , ,
20122,2012,2,CUNDINAMARCA,25,NIMAIMA,25489, , , ,
20122,2012,2,CUNDINAMARCA,25,ZIPACÃ“N,25898, , , ,
20122,2012,2,NARIÃ‘O,52,COLÃ“N,52203, , , ,
20122,2012,2,HUILA,41,ELÃAS,41244, , , ,
20121,2012,1,CALDAS,17,MANZANARES,17433, , , ,
20122,2012,2,HUILA,41,OPORAPA,41503, , , ,
20122,2012,2,ANTIOQUIA,5,MONTEBELLO,5467, , , ,
20122,2012,2,CORDOBA,23,SAN PELAYO,23686, , , ,
20122,2012,2,VALLE,76,EL CERRITO,76248, , , ,
20122,2012,2,SANTANDER,68,EL PEÃ‘Ã“N,68250, , , ,
20122,2012,2,ANTIOQUIA,5,SAN JOSÃ‰ DE LA MONTAÃ‘A,5658, , , ,
20122,2012,2,ANTIOQUIA,5,SANTA BÃRBARA,5679, , , ,
20122,2012,2,LA GUAJIRA,44,BARRANCAS,44078, , , ,
20122,2012,2,CASANARE,85,CHÃMEZA,85015, , , ,
20121,2012,1,VALLE,76,EL CERRITO,76248, , , ,
20122,2012,2,HUILA,41,ALGECIRAS,41020, , , ,
20122,2012,2,CESAR,20,GONZÃLEZ,20310, , , ,
20122,2012,2,HUILA,41,HOBO,41349, , , ,
20122,2012,2,NARIÃ‘O,52,OLAYA HERRERA,52490, , , ,
20122,2012,2,CAUCA,19,BALBOA,19075, , , ,
20122,2012,2,LA GUAJIRA,44,MANAURE,44560, , , ,
20122,2012,2,CHOCO,27,NÃ“VITA,27491, , , ,
20121,2012,1,MAGDALENA,47,EL BANCO,47245, , , ,
20122,2012,2,BOLIVAR,13,SAN FERNANDO,13650, , , ,
20121,2012,1,CAUCA,19,EL TAMBO,19256, , , ,
20122,2012,2,CHOCO,27,BOJAYÃ,27099, , , ,
20122,2012,2,BOYACA,15,GUACAMAYAS,15317, , , ,
20121,2012,1,ANTIOQUIA,5,RIONEGRO,5615, , , ,
20122,2012,2,CAUCA,19,ARGELIA,19050, , , ,
20122,2012,2,CUNDINAMARCA,25,LA CALERA,25377, , , ,
20122,2012,2,SANTANDER,68,FLORIDABLANCA,68276, , , ,
20122,2012,2,TOLIMA,73,IBAGUÃ‰,73001, , , ,
20122,2012,2,CUNDINAMARCA,25,LA VEGA,25402, , , ,
20122,2012,2,ANTIOQUIA,5,SANTA ROSA DE OSOS,5686, , , ,
20122,2012,2,NORTE SANTANDER,54,TIBÃš,54810, , , ,
20122,2012,2,VALLE,76,ANSERMANUEVO,76041, , , ,
20122,2012,2,CUNDINAMARCA,25,CACHIPAY,25123, , , ,
20122,2012,2,CUNDINAMARCA,25,TOCANCIPÃ,25817, , , ,
20122,2012,2,CASANARE,85,MONTERREY,85162, , , ,
20122,2012,2,NORTE SANTANDER,54,CÃCHIRA,54128, , , ,
20122,2012,2,CUNDINAMARCA,25,ANAPOIMA,25035, , , ,
