ID;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_depto_ubicacion;cole_genero;cole_jornada;cole_naturaleza;estu_genero;estu_nacionalidad;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;desemp_ingles;Respuesta
129;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 2;3 a 4;Si;Si;Si;No;A1;punt_c_naturales
130;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;No;No;A1;punt_c_naturales
131;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
132;TI;URBANO;N;;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
133;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;Si;A-;punt_sociales_ciudadanas
134;TI;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;No;No;A2;punt_sociales_ciudadanas
135;CC;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;;;;3 a 4;No;No;;Si;A-;punt_lectura_critica
136;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_matematicas
137;TI;URBANO;N;Region Andina;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;Dos;Educacion profesional incompleta;Educacion profesional completa;Estrato 3;1 a 2;No;Si;Si;Si;B1;punt_sociales_ciudadanas
138;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;No;No;A1;punt_c_naturales
139;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 2;5 a 6;No;Si;Si;Si;A-;punt_ingles
140;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;No;No;No;No;A-;punt_c_naturales
141;TI;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;No;Si;A-;punt_sociales_ciudadanas
142;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;9 o mas;No;No;Si;Si;A-;punt_sociales_ciudadanas
143;TI;URBANO;N;Region Andina;MIXTO;NOCHE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_sociales_ciudadanas
144;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;Si;Si;A-;punt_sociales_ciudadanas
145;TI;URBANO;;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;No;No;Si;A-;punt_sociales_ciudadanas
146;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_ingles
147;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria completa;Primaria incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
148;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
149;TI;URBANO;N;;MIXTO;UNICA;NO OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Postgrado;Estrato 3;1 a 2;;;Si;;B1;punt_matematicas
150;CC;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 2;;No;No;Si;No;A-;punt_sociales_ciudadanas
151;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Postgrado;Tecnica o tecnologica completa;Estrato 2;5 a 6;No;Si;Si;Si;B1;punt_matematicas
152;TI;URBANO;;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 3;5 a 6;No;Si;Si;Si;A-;punt_ingles
153;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_lectura_critica
154;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_sociales_ciudadanas
155;TI;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;;;;7 a 8;No;No;;No;A-;punt_matematicas
156;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;;;Estrato 1;5 a 6;No;Si;Si;Si;A-;punt_sociales_ciudadanas
157;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Uno;Tecnica o tecnologica incompleta;Primaria incompleta;Estrato 2;3 a 4;No;No;No;Si;A-;punt_lectura_critica
158;TI;URBANO;;Region Caribe;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;Si;A1;punt_c_naturales
159;TI;RURAL;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 6;3 a 4;No;No;Si;Si;A-;punt_sociales_ciudadanas
160;CC;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 5;5 a 6;No;Si;Si;Si;A-;punt_c_naturales
161;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Si;Si;Si;Si;A-;punt_ingles
162;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Educacion profesional incompleta;Tecnica o tecnologica completa;Estrato 1;7 a 8;No;Si;Si;Si;A-;punt_sociales_ciudadanas
163;Otros;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;F;VENEZUELA;Dos;Primaria completa;Ninguno;Estrato 4;5 a 6;No;No;No;Si;A1;punt_sociales_ciudadanas
164;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 2;5 a 6;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
165;TI;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 1;5 a 6;No;No;No;Si;A-;punt_ingles
166;TI;URBANO;N;Region Caribe;MIXTO;TARDE;NO OFICIAL;F;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;No sabe;Estrato 2;7 a 8;No;No;Si;No;A-;punt_ingles
167;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
168;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;3 a 4;No;No;No;No;A-;punt_sociales_ciudadanas
169;TI;RURAL;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_c_naturales
170;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional completa;Educacion profesional completa;Estrato 3;7 a 8;No;Si;Si;Si;A2;punt_sociales_ciudadanas
171;CC;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;Si;A1;punt_sociales_ciudadanas
172;TI;URBANO;;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;;;;Si;;A-;punt_c_naturales
173;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;1 a 2;No;No;Si;No;A1;punt_sociales_ciudadanas
174;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;1 a 2;No;Si;Si;Si;A1;punt_c_naturales
175;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional incompleta;Estrato 2;5 a 6;No;Si;Si;Si;B1;punt_sociales_ciudadanas
176;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;Estrato 3;5 a 6;Si;No;No;Si;A-;punt_ingles
177;TI;URBANO;N;Region Andina;FEMENINO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_c_naturales
178;CC;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Sin Estrato;3 a 4;No;No;;Si;A-;punt_matematicas
179;TI;URBANO;;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;Si;Si;A-;punt_ingles
180;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;3 a 4;No;Si;Si;No;A-;punt_ingles
181;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 3;5 a 6;No;No;Si;Si;A-;punt_sociales_ciudadanas
182;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
183;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Educacion profesional incompleta;Estrato 3;5 a 6;No;Si;Si;No;A1;punt_c_naturales
184;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;Si;Si;Si;Si;A1;punt_ingles
185;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;;;;1 a 2;Si;Si;;Si;B+;punt_sociales_ciudadanas
186;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cuatro;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;Estrato 2;5 a 6;No;Si;Si;Si;B1;punt_sociales_ciudadanas
187;CC;URBANO;N;Region Caribe;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Uno;Primaria completa;Primaria completa;Estrato 1;1 a 2;No;No;No;Si;A1;punt_sociales_ciudadanas
188;TI;URBANO;N;Region Orinoquia;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;No;Si;Si;Si;A2;punt_sociales_ciudadanas
189;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;No;No;No;Si;A-;punt_sociales_ciudadanas
190;TI;URBANO;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Ninguno;Estrato 1;1 a 2;No;No;No;Si;A-;punt_ingles
191;CC;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Uno;Primaria incompleta;Ninguno;Estrato 2;3 a 4;No;No;No;No;A-;punt_sociales_ciudadanas
192;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional completa;Tecnica o tecnologica completa;Estrato 3;5 a 6;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
193;TI;URBANO;;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_lectura_critica
194;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Educacion profesional completa;Tecnica o tecnologica incompleta;Estrato 1;3 a 4;No;Si;Si;Si;B+;punt_sociales_ciudadanas
195;CC;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cuatro;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;Si;Si;A-;punt_matematicas
196;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;7 a 8;No;No;Si;No;A-;punt_ingles
197;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;No;A-;punt_matematicas
198;TI;URBANO;;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Dos;Postgrado;Educacion profesional completa;Estrato 2;3 a 4;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
199;TI;URBANO;;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Postgrado;Educacion profesional completa;Estrato 4;3 a 4;Si;Si;Si;Si;B+;punt_sociales_ciudadanas
200;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cinco;;;;5 a 6;No;No;;Si;A-;punt_sociales_ciudadanas
201;TI;RURAL;N;Region Orinoquia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;Si;A-;punt_ingles
202;CC;URBANO;N;Region Orinoquia;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;Si;Si;A1;punt_matematicas
203;TI;URBANO;;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cinco;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;Si;Si;Si;A1;punt_ingles
204;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;;;;;;;;;;A-;punt_matematicas
205;CC;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Uno;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;1 a 2;No;No;No;Si;A-;punt_ingles
206;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;7 a 8;No;No;No;Si;A-;punt_ingles
207;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
208;TI;URBANO;;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;No;Si;Si;Si;A1;punt_ingles
209;TI;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
210;TI;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;No sabe;Estrato 2;5 a 6;Si;Si;Si;Si;A-;punt_c_naturales
211;CC;URBANO;;Region Pacifica;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;;;;;;;;;;A1;punt_matematicas
212;TI;URBANO;N;Region Amazonia;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Primaria completa;Estrato 1;1 a 2;No;No;No;No;A-;punt_ingles
213;CC;URBANO;N;Region Andina;MIXTO;SABATINA;NO OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;No;Si;No;A1;punt_lectura_critica
214;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Cinco;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 1;5 a 6;No;Si;Si;Si;A-;punt_ingles
215;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 1;3 a 4;No;Si;Si;Si;A1;punt_ingles
216;TI;URBANO;;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_ingles
217;TI;URBANO;;Region Andina;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;5 a 6;Si;No;Si;Si;A-;punt_sociales_ciudadanas
218;CC;RURAL;N;Region Caribe;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_matematicas
219;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;Si;No;A-;punt_matematicas
220;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 2;7 a 8;Si;No;Si;Si;A-;punt_ingles
221;TI;URBANO;;Region Caribe;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;No;No;Si;Si;A1;punt_sociales_ciudadanas
222;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Cuatro;Primaria completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;;;No;Si;A-;punt_sociales_ciudadanas
223;TI;URBANO;N;Region Andina;MIXTO;SABATINA;NO OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;No;A-;punt_lectura_critica
224;TI;URBANO;N;Region Orinoquia;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;No;Si;A-;punt_ingles
225;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;No sabe;Estrato 3;5 a 6;Si;Si;Si;Si;A2;punt_sociales_ciudadanas
226;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
227;TI;URBANO;N;Region Amazonia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;7 a 8;No;No;No;Si;A1;punt_ingles
228;TI;RURAL;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;No;Si;A-;punt_sociales_ciudadanas
229;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;;No;No;No;Si;A-;punt_sociales_ciudadanas
230;TI;URBANO;;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;No;Si;Si;A1;punt_matematicas
231;TI;RURAL;;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria completa;Estrato 1;5 a 6;No;No;No;No;A-;punt_ingles
232;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 2;3 a 4;No;No;No;Si;A-;punt_sociales_ciudadanas
233;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;Si;No;A1;punt_matematicas
234;TI;URBANO;;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 3;5 a 6;No;Si;Si;Si;A1;punt_c_naturales
235;CC;URBANO;;Region Pacifica;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;Si;Si;Si;Si;A2;punt_sociales_ciudadanas
236;CC;URBANO;;Region Amazonia;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Tres;;;;7 a 8;No;No;;No;A-;punt_matematicas
237;TI;URBANO;;Region Caribe;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;No;Si;Si;B1;punt_lectura_critica
238;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria completa;Primaria incompleta;Estrato 1;1 a 2;No;No;Si;Si;A-;punt_sociales_ciudadanas
239;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_ingles
240;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
241;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria completa;Estrato 2;3 a 4;No;Si;Si;No;A-;punt_ingles
242;TI;URBANO;N;Region Caribe;FEMENINO;COMPLETA;OFICIAL;F;COLOMBIA;Uno;Tecnica o tecnologica completa;Educacion profesional completa;Estrato 3;1 a 2;No;Si;Si;Si;A1;punt_matematicas
243;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
244;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;No;No;Si;No;A1;punt_c_naturales
245;CC;URBANO;N;Region Caribe;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;1 a 2;No;No;No;No;A-;punt_ingles
246;TI;URBANO;N;Region Andina;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;Estrato 2;;;;Si;;A2;punt_matematicas
247;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;3 a 4;Si;Si;Si;Si;A2;punt_ingles
248;TI;URBANO;N;;MIXTO;UNICA;NO OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;Si;Si;Si;A1;punt_ingles
249;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
250;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;Si;Si;Si;A2;punt_sociales_ciudadanas
251;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;No;No;No;No;A-;punt_matematicas
252;TI;URBANO;;Region Caribe;MIXTO;TARDE;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;No;No;A-;punt_sociales_ciudadanas
253;TI;URBANO;N;Region Caribe;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;;;;;;;;;;A-;punt_matematicas
